"Serial","Participant","ActionType","ActionParameters","Date","Time","Group","Day","duration"
"12372","VASTWI0","Search","vann from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 1M 49S,"Group2","Day1",4
"12373","VASTWI0","Search","vann  from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 1M 53S,"Group2","Day1",2
"12374","VASTWI0","Search","vann from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 1M 55S,"Group2","Day1",4
"12375","VASTWI0","Search","OVAN from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 1M 59S,"Group2","Day1",2
"12376","VASTWI0","Search","OVAN from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 2M 1S,"Group2","Day1",6
"12377","VASTWI0","Search","ovan from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 2M 7S,"Group2","Day1",2
"12378","VASTWI0","Search","ovan from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 2M 9S,"Group2","Day1",5
"12379","VASTWI0","Search"," from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 2M 14S,"Group2","Day1",29
"12380","VASTWI0","GetDetail","Email Header 1142","7/17/19",10H 2M 43S,"Group2","Day1",30
"12381","VASTWI0","GetDetail","Resume-BertrandOvan.pdf","7/17/19",10H 3M 13S,"Group2","Day1",17
"12382","VASTWI0","GetDetail","Resume-IsiaVann.pdf","7/17/19",10H 3M 30S,"Group2","Day1",25
"12383","VASTWI0","Search","vann from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 3M 55S,"Group2","Day1",10
"12384","VASTWI0","Search","Vann from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 4M 5S,"Group2","Day1",7
"12385","VASTWI0","Search","Vann from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 4M 12S,"Group2","Day1",1
"12386","VASTWI0","GetDetail","Article 265","7/17/19",10H 4M 13S,"Group2","Day1",22
"12387","VASTWI0","GetDetail","Article 265","7/17/19",10H 4M 35S,"Group2","Day1",23
"12388","VASTWI0","AddElement","Julian Vann","7/17/19",10H 4M 58S,"Group2","Day1",51
"12389","VASTWI0","AddElement","Mestache Vardshvna","7/17/19",10H 5M 49S,"Group2","Day1",9
"12390","VASTWI0","Search","Mestache from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 5M 58S,"Group2","Day1",5
"12391","VASTWI0","Search","Mestache from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 6M 3S,"Group2","Day1",33
"12392","VASTWI0","Search","protectors from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 6M 36S,"Group2","Day1",4
"12393","VASTWI0","Search","protectors from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 6M 40S,"Group2","Day1",35
"12394","VASTWI0","GetDetail","Article 94","7/17/19",10H 7M 15S,"Group2","Day1",79
"12395","VASTWI0","GetDetail","Article 45","7/17/19",10H 8M 34S,"Group2","Day1",15
"12396","VASTWI0","GetDetail","Article 213","7/17/19",10H 8M 49S,"Group2","Day1",38
"12397","VASTWI0","GetDetail","Article 344","7/17/19",10H 9M 27S,"Group2","Day1",9
"12398","VASTWI0","GetDetail","Article 383","7/17/19",10H 9M 36S,"Group2","Day1",10
"12399","VASTWI0","Search","elodis from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 9M 46S,"Group2","Day1",7
"12400","VASTWI0","Search","Elodis from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 9M 53S,"Group2","Day1",4
"12401","VASTWI0","Search","Elodis from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 9M 57S,"Group2","Day1",5
"12402","VASTWI0","GetDetail","Article 56","7/17/19",10H 10M 2S,"Group2","Day1",3
"12403","VASTWI0","GetDetail","Article 279","7/17/19",10H 10M 5S,"Group2","Day1",14
"12404","VASTWI0","GetDetail","Article 222","7/17/19",10H 10M 19S,"Group2","Day1",33
"12405","VASTWI0","GetDetail","Article 228","7/17/19",10H 10M 52S,"Group2","Day1",8
"12406","VASTWI0","GetDetail","Article 143","7/17/19",10H 11M 0S,"Group2","Day1",63
"12407","VASTWI0","AddElement","Jeroen Carol","7/17/19",10H 12M 3S,"Group2","Day1",11
"12408","VASTWI0","GetDetail","Article 312","7/17/19",10H 12M 14S,"Group2","Day1",6
"12409","VASTWI0","Search","Carol from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 12M 20S,"Group2","Day1",3
"12410","VASTWI0","Search","Carol from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 12M 23S,"Group2","Day1",8
"12411","VASTWI0","Search","Jeroen from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 12M 31S,"Group2","Day1",3
"12412","VASTWI0","Search","Jeroen from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 12M 34S,"Group2","Day1",69
"12413","VASTWI0","Search","Jeroen from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 13M 43S,"Group2","Day1",7
"12414","VASTWI0","Search","Jeroen from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 13M 50S,"Group2","Day1",4
"12415","VASTWI0","Search","Jeroen from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 13M 54S,"Group2","Day1",27
"12416","VASTWI0","Search","Antaura from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 14M 21S,"Group2","Day1",6
"12417","VASTWI0","Search","Antaura from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 14M 27S,"Group2","Day1",29
"12418","VASTWI0","Search","leader from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 14M 56S,"Group2","Day1",4
"12419","VASTWI0","Search","leader from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 15M 0S,"Group2","Day1",15
"12420","VASTWI0","GetDetail","Article 337","7/17/19",10H 15M 15S,"Group2","Day1",5
"12421","VASTWI0","Search","Jeroen from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 15M 20S,"Group2","Day1",4
"12422","VASTWI0","Search","Karel from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 15M 24S,"Group2","Day1",3
"12423","VASTWI0","Search","Carol from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 15M 27S,"Group2","Day1",2
"12424","VASTWI0","Search","Carol from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 15M 29S,"Group2","Day1",5
"12425","VASTWI0","Search","Karel from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 15M 34S,"Group2","Day1",3
"12426","VASTWI0","Search","Karel from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 15M 37S,"Group2","Day1",1
"12427","VASTWI0","GetDetail","Article 121","7/17/19",10H 15M 38S,"Group2","Day1",46
"12428","VASTWI0","Search","Karel from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 16M 24S,"Group2","Day1",2
"12429","VASTWI0","AddConnection","Julian Vann","7/17/19",10H 16M 26S,"Group2","Day1",2
"12430","VASTWI0","AddConnection","Julian Vann","7/17/19",10H 16M 28S,"Group2","Day1",2
"12431","VASTWI0","Search","Karel from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 16M 30S,"Group2","Day1",3
"12432","VASTWI0","Search","Karel from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 16M 33S,"Group2","Day1",42
"12433","VASTWI0","Search","Julian Vann from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 17M 15S,"Group2","Day1",16
"12434","VASTWI0","Search","Petra from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 17M 31S,"Group2","Day1",4
"12435","VASTWI0","Search","Petra from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 17M 35S,"Group2","Day1",34
"12436","VASTWI0","GetDetail","Article 369","7/17/19",10H 18M 9S,"Group2","Day1",51
"12437","VASTWI0","EditNotes","VASTWI0_revision_7_July_17_10:19_AM.patch","7/17/19",10H 19M 0S,"Group2","Day1",24
"12438","VASTWI0","Search","Petra from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 19M 24S,"Group2","Day1",2
"12439","VASTWI0","Search","Petra from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 19M 26S,"Group2","Day1",1
"12440","VASTWI0","Search","Petra from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 19M 27S,"Group2","Day1",7
"12441","VASTWI0","Search","Petra from 1982-01-01 to 2015-01-01 page 1","7/17/19",10H 19M 34S,"Group2","Day1",2
"12442","VASTWI0","Search","Petra from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 19M 36S,"Group2","Day1",6
"12443","VASTWI0","Search","Hohimae from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 19M 42S,"Group2","Day1",5
"12444","VASTWI0","Search","Karel from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 19M 47S,"Group2","Day1",7
"12445","VASTWI0","Search","Karel from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 19M 54S,"Group2","Day1",33
"12446","VASTWI0","GetDetail","Article 251","7/17/19",10H 20M 27S,"Group2","Day1",11
"12447","VASTWI0","GetDetail","Article 436","7/17/19",10H 20M 38S,"Group2","Day1",10
"12448","VASTWI0","GetDetail","Article 308","7/17/19",10H 20M 48S,"Group2","Day1",23
"12449","VASTWI0","Search","Vann from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 21M 11S,"Group2","Day1",10
"12450","VASTWI0","Search","Vann from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 21M 21S,"Group2","Day1",17
"12451","VASTWI0","Search","Vann from 1982-01-01 to 2015-01-01 page 1","7/17/19",10H 21M 38S,"Group2","Day1",21
"12452","VASTWI0","GetDetail","Email Header 1169","7/17/19",10H 21M 59S,"Group2","Day1",13
"12453","VASTWI0","GetDetail","Email Header 1144","7/17/19",10H 22M 12S,"Group2","Day1",13
"12454","VASTWI0","GetDetail","Email Header 1114","7/17/19",10H 22M 25S,"Group2","Day1",23
"12455","VASTWI0","GetDetail","Email Header 1144","7/17/19",10H 22M 48S,"Group2","Day1",11
"12456","VASTWI0","GetDetail","Email Header 1108","7/17/19",10H 22M 59S,"Group2","Day1",8
"12457","VASTWI0","Search","Henk from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 23M 7S,"Group2","Day1",3
"12458","VASTWI0","Search","Henk from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 23M 10S,"Group2","Day1",1
"12459","VASTWI0","GetDetail","Employee Record 33","7/17/19",10H 23M 11S,"Group2","Day1",17
"12460","VASTWI0","Search","Henk from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 23M 28S,"Group2","Day1",35
"12461","VASTWI0","AddElement","Henk Mies","7/17/19",10H 24M 3S,"Group2","Day1",5
"12462","VASTWI0","Search","Henk from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 24M 8S,"Group2","Day1",1
"12463","VASTWI0","Search","Henk from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 24M 9S,"Group2","Day1",1
"12464","VASTWI0","Search","Henk from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 24M 10S,"Group2","Day1",2
"12465","VASTWI0","Search","Henk from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 24M 12S,"Group2","Day1",7
"12466","VASTWI0","Search","Henk from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 24M 19S,"Group2","Day1",11
"12467","VASTWI0","GetDetail","Employee Record 33","7/17/19",10H 24M 30S,"Group2","Day1",2
"12468","VASTWI0","GetDetail","Employee Record 33","7/17/19",10H 24M 32S,"Group2","Day1",9
"12469","VASTWI0","GetDetail","Article 167","7/17/19",10H 24M 41S,"Group2","Day1",35
"12470","VASTWI0","AddConnection","Julian Vann, Edvard Vann, Henk Mies","7/17/19",10H 25M 16S,"Group2","Day1",3
"12471","VASTWI0","Search","Henk from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 25M 19S,"Group2","Day1",23
"12472","VASTWI0","Search","Henk from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 25M 42S,"Group2","Day1",1
"12473","VASTWI0","Search","Henk from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 25M 43S,"Group2","Day1",9
"12474","VASTWI0","Search","vann from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 25M 52S,"Group2","Day1",5
"12475","VASTWI0","Search","Vann from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 25M 57S,"Group2","Day1",7
"12476","VASTWI0","Search","Vann from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 26M 4S,"Group2","Day1",4
"12477","VASTWI0","GetDetail","Email Header 1108","7/17/19",10H 26M 8S,"Group2","Day1",14
"12478","VASTWI0","GetDetail","Email Header 705","7/17/19",10H 26M 22S,"Group2","Day1",12
"12479","VASTWI0","AddElement","Isia Vann","7/17/19",10H 26M 34S,"Group2","Day1",19
"12480","VASTWI0","GetDetail","Email Header 772","7/17/19",10H 26M 53S,"Group2","Day1",7
"12481","VASTWI0","EditNotes","VASTWI0_revision_8_July_17_10:27_AM.patch","7/17/19",10H 27M 0S,"Group2","Day1",3
"12482","VASTWI0","GetDetail","Email Header 780","7/17/19",10H 27M 3S,"Group2","Day1",12
"12483","VASTWI0","GetDetail","Email Header 743","7/17/19",10H 27M 15S,"Group2","Day1",25
"12484","VASTWI0","GetDetail","Email Header 666","7/17/19",10H 27M 40S,"Group2","Day1",13
"12485","VASTWI0","GetDetail","Email Header 678","7/17/19",10H 27M 53S,"Group2","Day1",8
"12486","VASTWI0","GetDetail","Email Header 678","7/17/19",10H 28M 1S,"Group2","Day1",19
"12487","VASTWI0","GetDetail","Email Header 567","7/17/19",10H 28M 20S,"Group2","Day1",3
"12488","VASTWI0","GetDetail","Email Header 567","7/17/19",10H 28M 23S,"Group2","Day1",1
"12489","VASTWI0","GetDetail","Email Header 568","7/17/19",10H 28M 24S,"Group2","Day1",2
"12490","VASTWI0","GetDetail","Email Header 568","7/17/19",10H 28M 26S,"Group2","Day1",24
"12491","VASTWI0","GetDetail","Email Header 378","7/17/19",10H 28M 50S,"Group2","Day1",9
"12492","VASTWI0","Search","Isia from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 28M 59S,"Group2","Day1",3
"12493","VASTWI0","Search","Isia from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 29M 2S,"Group2","Day1",2
"12494","VASTWI0","GetDetail","Employee Record 49","7/17/19",10H 29M 4S,"Group2","Day1",12
"12495","VASTWI0","GetDetail","Resume-IsiaVann.pdf","7/17/19",10H 29M 16S,"Group2","Day1",15
"12496","VASTWI0","Search","Isia from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 29M 31S,"Group2","Day1",6
"12497","VASTWI0","Search","Henk from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 29M 37S,"Group2","Day1",3
"12498","VASTWI0","Search","Mies from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 29M 40S,"Group2","Day1",5
"12499","VASTWI0","Search","Mies from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 29M 45S,"Group2","Day1",7
"12500","VASTWI0","Search","Hennie from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 29M 52S,"Group2","Day1",2
"12501","VASTWI0","Search","Hennie from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 29M 54S,"Group2","Day1",9
"12502","VASTWI0","Search","Minke from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 30M 3S,"Group2","Day1",1
"12503","VASTWI0","Search","Minke from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 30M 4S,"Group2","Day1",2
"12504","VASTWI0","GetDetail","Resume-MinkeMies.pdf","7/17/19",10H 30M 6S,"Group2","Day1",15
"12505","VASTWI0","GetDetail","Employee Record 47","7/17/19",10H 30M 21S,"Group2","Day1",2
"12506","VASTWI0","GetDetail","Employee Record 47","7/17/19",10H 30M 23S,"Group2","Day1",18
"12507","VASTWI0","Search","Isia from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 30M 41S,"Group2","Day1",12
"12508","VASTWI0","Search","Isia from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 30M 53S,"Group2","Day1",1
"12509","VASTWI0","GetDetail","Email Header 934","7/17/19",10H 30M 54S,"Group2","Day1",9
"12510","VASTWI0","GetDetail","Email Header 870","7/17/19",10H 31M 3S,"Group2","Day1",17
"12511","VASTWI0","Search","Inga from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 31M 20S,"Group2","Day1",3
"12512","VASTWI0","Search","Inga from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 31M 23S,"Group2","Day1",3
"12513","VASTWI0","Search","Ferro from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 31M 26S,"Group2","Day1",4
"12514","VASTWI0","Search","Ferro from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 31M 30S,"Group2","Day1",20
"12515","VASTWI0","GetDetail","Article 47","7/17/19",10H 31M 50S,"Group2","Day1",25
"12516","VASTWI0","Search","Ferro from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 32M 15S,"Group2","Day1",38
"12517","VASTWI0","GetDetail","Article 269","7/17/19",10H 32M 53S,"Group2","Day1",30
"12518","VASTWI0","GetDetail","Article 269","7/17/19",10H 33M 23S,"Group2","Day1",7
"12519","VASTWI0","Search","Loreto from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 33M 30S,"Group2","Day1",2
"12520","VASTWI0","Search","Loreto from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 33M 32S,"Group2","Day1",1
"12521","VASTWI0","GetDetail","Employee Record 52","7/17/19",10H 33M 33S,"Group2","Day1",16
"12522","VASTWI0","Search","Julian Vann from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 33M 49S,"Group2","Day1",10
"12523","VASTWI0","Search","Julian Vann from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 33M 59S,"Group2","Day1",13
"12524","VASTWI0","Search","Bodrogi from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 34M 12S,"Group2","Day1",1
"12525","VASTWI0","Search","Bodrogi from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 34M 13S,"Group2","Day1",1
"12526","VASTWI0","GetDetail","Resume-LoretoBodrogi.pdf","7/17/19",10H 34M 14S,"Group2","Day1",2
"12527","VASTWI0","GetDetail","Employee Record 52","7/17/19",10H 34M 16S,"Group2","Day1",11
"12528","VASTWI0","GetDetail","Article 40","7/17/19",10H 34M 27S,"Group2","Day1",27
"12529","VASTWI0","GetDetail","Article 146","7/17/19",10H 34M 54S,"Group2","Day1",40
"12530","VASTWI0","Search","Bodrogi from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 35M 34S,"Group2","Day1",1
"12531","VASTWI0","Search","Bodrogi from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 35M 35S,"Group2","Day1",2
"12532","VASTWI0","Search","Bodrogi from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 35M 37S,"Group2","Day1",7
"12533","VASTWI0","Search","Bodrogi from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 35M 44S,"Group2","Day1",16
"12534","VASTWI0","EditNotes","VASTWI0_revision_9_July_17_10:36_AM.patch","7/17/19",10H 36M 0S,"Group2","Day1",36
"12535","VASTWI0","GetDetail","Email Header 1118","7/17/19",10H 36M 36S,"Group2","Day1",10
"12536","VASTWI0","GetDetail","Employee Record 52","7/17/19",10H 36M 46S,"Group2","Day1",11
"12537","VASTWI0","Search","Henk from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 36M 57S,"Group2","Day1",2
"12538","VASTWI0","Search","Henk from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 36M 59S,"Group2","Day1",6
"12539","VASTWI0","Search","Karol from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 37M 5S,"Group2","Day1",2
"12540","VASTWI0","Search","Karol from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 37M 7S,"Group2","Day1",4
"12541","VASTWI0","Search","carol from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 37M 11S,"Group2","Day1",1
"12542","VASTWI0","Search","carol from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 37M 12S,"Group2","Day1",3
"12543","VASTWI0","Search","Carol from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 37M 15S,"Group2","Day1",5
"12544","VASTWI0","Search","Carol from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 37M 20S,"Group2","Day1",22
"12545","VASTWI0","Search","Carol from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 37M 42S,"Group2","Day1",41
"12546","VASTWI0","Search","ouzeri from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 38M 23S,"Group2","Day1",4
"12547","VASTWI0","Search","ouzeri from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 38M 27S,"Group2","Day1",5
"12548","VASTWI0","Search","Elian from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 38M 32S,"Group2","Day1",3
"12549","VASTWI0","Search","Elian from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 38M 35S,"Group2","Day1",1
"12550","VASTWI0","GetDetail","Article 265","7/17/19",10H 38M 36S,"Group2","Day1",31
"12551","VASTWI0","Search","julian from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 39M 7S,"Group2","Day1",5
"12552","VASTWI0","Search","Julian from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 39M 12S,"Group2","Day1",11
"12553","VASTWI0","Search","Julian from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 39M 23S,"Group2","Day1",31
"12554","VASTWI0","Search","Julian from 1982-01-01 to 2015-01-01 page 1","7/17/19",10H 39M 54S,"Group2","Day1",4
"12555","VASTWI0","GetDetail","Article 254","7/17/19",10H 39M 58S,"Group2","Day1",32
"12556","VASTWI0","Search","Julian from 1982-01-01 to 2015-01-01 page 2","7/17/19",10H 40M 30S,"Group2","Day1",16
"12557","VASTWI0","GetDetail","Article 396","7/17/19",10H 40M 46S,"Group2","Day1",45
"12558","VASTWI0","Search","Julian from 1982-01-01 to 2015-01-01 page 3","7/17/19",10H 41M 31S,"Group2","Day1",2
"12559","VASTWI0","GetDetail","Article 432","7/17/19",10H 41M 33S,"Group2","Day1",18
"12560","VASTWI0","GetDetail","Article 25","7/17/19",10H 41M 51S,"Group2","Day1",5
"12561","VASTWI0","GetDetail","Article 26","7/17/19",10H 41M 56S,"Group2","Day1",165
"12562","VASTWI0","Search","Elian from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 44M 41S,"Group2","Day1",10
"12563","VASTWI0","Search","Elian from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 44M 51S,"Group2","Day1",5
"12564","VASTWI0","Search","vann from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 44M 56S,"Group2","Day1",6
"12565","VASTWI0","Search","Henk from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 45M 2S,"Group2","Day1",3
"12566","VASTWI0","Search","Henk from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 45M 5S,"Group2","Day1",2
"12567","VASTWI0","GetDetail","Employee Record 33","7/17/19",10H 45M 7S,"Group2","Day1",26
"12568","VASTWI0","GetDetail","Email Header 1040","7/17/19",10H 45M 33S,"Group2","Day1",16
"12569","VASTWI0","GetDetail","Email Header 1067","7/17/19",10H 45M 49S,"Group2","Day1",5
"12570","VASTWI0","GetDetail","Email Header 1080","7/17/19",10H 45M 54S,"Group2","Day1",2
"12571","VASTWI0","GetDetail","Email Header 1019","7/17/19",10H 45M 56S,"Group2","Day1",7
"12572","VASTWI0","GetDetail","Email Header 1090","7/17/19",10H 46M 3S,"Group2","Day1",2
"12573","VASTWI0","GetDetail","Email Header 1099","7/17/19",10H 46M 5S,"Group2","Day1",1
"12574","VASTWI0","GetDetail","Email Header 1101","7/17/19",10H 46M 6S,"Group2","Day1",7
"12575","VASTWI0","GetDetail","Email Header 1108","7/17/19",10H 46M 13S,"Group2","Day1",7
"12576","VASTWI0","GetDetail","Email Header 1125","7/17/19",10H 46M 20S,"Group2","Day1",27
"12577","VASTWI0","GetDetail","Email Header 1132","7/17/19",10H 46M 47S,"Group2","Day1",15
"12578","VASTWI0","Search"," from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 47M 2S,"Group2","Day1",12
"12579","VASTWI0","GetDetail","Email Header 1170","7/17/19",10H 47M 14S,"Group2","Day1",7
"12580","VASTWI0","Search"," from 1982-01-01 to 2015-01-01 page 1","7/17/19",10H 47M 21S,"Group2","Day1",2
"12581","VASTWI0","Search"," from 1982-01-01 to 2015-01-01 page 2","7/17/19",10H 47M 23S,"Group2","Day1",2
"12582","VASTWI0","Search"," from 1982-01-01 to 2015-01-01 page 1","7/17/19",10H 47M 25S,"Group2","Day1",3
"12583","VASTWI0","GetDetail","Article 419","7/17/19",10H 47M 28S,"Group2","Day1",23
"12584","VASTWI0","GetDetail","Article 213","7/17/19",10H 47M 51S,"Group2","Day1",66
"12585","VASTWI0","Search"," from 1982-01-01 to 2015-01-01 page 2","7/17/19",10H 48M 57S,"Group2","Day1",2
"12586","VASTWI0","Search"," from 1982-01-01 to 2015-01-01 page 3","7/17/19",10H 48M 59S,"Group2","Day1",5
"12587","VASTWI0","Search"," from 1982-01-01 to 2015-01-01 page 4","7/17/19",10H 49M 4S,"Group2","Day1",4
"12588","VASTWI0","GetDetail","Article 193","7/17/19",10H 49M 8S,"Group2","Day1",12
"12589","VASTWI0","GetDetail","Article 193","7/17/19",10H 49M 20S,"Group2","Day1",2
"12590","VASTWI0","GetDetail","Article 223","7/17/19",10H 49M 22S,"Group2","Day1",6
"12591","VASTWI0","GetDetail","Article 196","7/17/19",10H 49M 28S,"Group2","Day1",10
"12592","VASTWI0","GetDetail","Article 190","7/17/19",10H 49M 38S,"Group2","Day1",9
"12593","VASTWI0","Search"," from 1982-01-01 to 2015-01-01 page 5","7/17/19",10H 49M 47S,"Group2","Day1",3
"12594","VASTWI0","Search"," from 1982-01-01 to 2015-01-01 page 6","7/17/19",10H 49M 50S,"Group2","Day1",2
"12595","VASTWI0","Search"," from 1982-01-01 to 2015-01-01 page 7","7/17/19",10H 49M 52S,"Group2","Day1",5
"12596","VASTWI0","Search"," from 1982-01-01 to 2015-01-01 page 8","7/17/19",10H 49M 57S,"Group2","Day1",2
"12597","VASTWI0","Search"," from 1982-01-01 to 2015-01-01 page 9","7/17/19",10H 49M 59S,"Group2","Day1",3
"12598","VASTWI0","Search"," from 1982-01-01 to 2015-01-01 page 10","7/17/19",10H 50M 2S,"Group2","Day1",6
"12599","VASTWI0","GetDetail","Article 8","7/17/19",10H 50M 8S,"Group2","Day1",18
"12600","VASTWI0","GetDetail","Article 128","7/17/19",10H 50M 26S,"Group2","Day1",31
"12601","VASTWI0","GetDetail","Article 87","7/17/19",10H 50M 57S,"Group2","Day1",34
"12602","VASTWI0","GetDetail","Article 123","7/17/19",10H 51M 31S,"Group2","Day1",69
"12603","VASTWI0","AddConnection","Julian Vann","7/17/19",10H 52M 40S,"Group2","Day1",2
"12604","VASTWI0","Search","ravil from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 52M 42S,"Group2","Day1",3
"12605","VASTWI0","Search","Ravi from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 52M 45S,"Group2","Day1",3
"12606","VASTWI0","Search","Ravi from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 52M 48S,"Group2","Day1",19
"12607","VASTWI0","Search","Danisliau from 1982-01-01 to 2015-01-01 page 0","7/17/19",10H 53M 7S,"Group2","Day1",1
